"y","x"
0,"Brokeback Mountain and Requiem for a Dream both suck equally..."
0,"Watch it: 10 Things I Hate About You, The Patirot, A Knights Tale, The Four Feathers, Casanova, Lords of Dogtown, Monsters Ball, or Brokeback Mountain..."
0,"Brokeback Mountain was depressing."
0,"1-BROKEBACK MOUNTAIN IS A STUPID MOVIE."
0,"Which answers why I dislike brokeback mountain..."
0,"So a few days ago there were these Asian Christian folk on the news talking about how Brokeback Mountain is evil and bad for families and should be boycotted..."
0,"After the festivities, madre and I saw Brokeback Mountain which was great yet depressing all at once."
0,"brokeback mountain was depressing...."
0,"but  Brokeback Mountain  really was a lousy movie...."
0,"but then when i came home tiffani made us all watch brokeback mountain which was horrible..."
0,"I watched a pirated / illegally presented Brokeback Mountain with horrible Chinese subtitles."
0,"brokeback mountain is a depressing movie."
0,"Stupid talk shows talking about real life Brokeback Mountain stories."
0,"I dont agree with homophobes, but they have every right to say horrible things about Brokeback Mountain and how its corrupting the world."
0,"brokeback mountain was a HORRIBLE movie..."
0,"I heard Brokeback Mountain was terrible."
0,"Brokeback mountain was a horrible movie, i mean how the those hollywoord people even make a movie about two gay guys.."
0,"We then saw Brokeback Mountain which is just depressing the second time around..."
0,"Even though Brokeback Mountain is one of the most depressing movies, ever..."
0,"Brokeback Mountain was a shitty movie."
0,"Id just like to say that Brokeback Mountain is a very depressing movie."
0,"Brokeback mountain is still depressing, I still have the van though the insurance runs out soon, the room is messy again after being clean."
0,", Ony, Monchel, and Brigid were with me to watch Brokeback Mountain, which is one horrible ass movie, god damn."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"Brokeback Mountain was boring."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain was boring."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"So Brokeback Mountain was really depressing."
0,"Ok brokeback mountain is such a horrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"Ok brokeback mountain is such a horrible movie."
0,"So Brokeback Mountain was really depressing."
0,"Ok brokeback mountain is such a horrible movie."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"So Brokeback Mountain was really depressing."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"My dads being stupid about brokeback mountain..."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"My dads being stupid about brokeback mountain..."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Brokeback Mountain is fucking horrible.."
0,"My dads being stupid about brokeback mountain..."
0,"Brokeback Mountain is fucking horrible.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Brokeback Mountain is fucking horrible.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"My dads being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"So Brokeback Mountain was really depressing."
0,"Ok brokeback mountain is such a horrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"Brokeback Mountain was boring."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"My dads being stupid about brokeback mountain..."
0,"Brokeback Mountain was boring."
0,"Ok brokeback mountain is such a horrible movie."
0,"My dads being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"Brokeback Mountain was boring."
0,"Ok brokeback mountain is such a horrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain is fucking horrible.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"So Brokeback Mountain was really depressing."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"So Brokeback Mountain was really depressing."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"So Brokeback Mountain was really depressing."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Ok brokeback mountain is such a horrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"Brokeback Mountain was boring."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain was boring."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"Brokeback Mountain was boring."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Ok brokeback mountain is such a horrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"Brokeback Mountain was boring."
0,"So Brokeback Mountain was really depressing."
0,"Brokeback Mountain is fucking horrible.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Brokeback Mountain was boring."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain was boring."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"So Brokeback Mountain was really depressing."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"So Brokeback Mountain was really depressing."
0,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,"Oh, and Brokeback Mountain is a TERRIBLE movie..."
0,"Ok brokeback mountain is such a horrible movie."
0,"Brokeback Mountain was boring."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"My dads being stupid about brokeback mountain..."
0,"Brokeback Mountain is fucking horrible.."
0,"Ok brokeback mountain is such a horrible movie."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes.."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"Brokeback Mountain is fucking horrible.."
0,"My dads being stupid about brokeback mountain..."
0,"Oh, and Brokeback Mountain was a terrible movie."
0,"So Brokeback Mountain was really depressing."
0,"Oh, and Brokeback Mountain was a terrible movie."
